OBJECTID,GEOID,B00001e1,B00001m1,B00002e1,B00002m1
700,14000US17031611700,126,-1,65,-1
701,14000US17031611800,206,-1,77,-1
702,14000US17031611900,242,-1,100,-1
703,14000US17031612000,198,-1,81,-1
704,14000US17031612100,124,-1,73,-1
705,14000US17031620100,330,-1,93,-1
706,14000US17031620200,243,-1,89,-1
707,14000US17031620300,529,-1,160,-1
708,14000US17031620400,341,-1,102,-1
709,14000US17031630100,146,-1,57,-1
710,14000US17031630200,216,-1,65,-1
711,14000US17031630300,365,-1,92,-1
712,14000US17031630400,511,-1,139,-1
713,14000US17031630500,430,-1,124,-1
714,14000US17031630800,453,-1,123,-1
715,14000US17031630900,311,-1,85,-1
716,14000US17031640100,162,-1,58,-1
717,14000US17031640300,289,-1,118,-1
718,14000US17031640400,262,-1,96,-1
719,14000US17031640500,292,-1,131,-1
720,14000US17031640600,320,-1,130,-1
721,14000US17031640700,266,-1,100,-1
722,14000US17031640800,238,-1,78,-1
723,14000US17031650100,301,-1,95,-1
724,14000US17031650200,305,-1,100,-1
725,14000US17031650301,372,-1,116,-1
726,14000US17031650302,292,-1,83,-1
727,14000US17031650400,470,-1,134,-1
728,14000US17031650500,330,-1,132,-1
729,14000US17031660301,155,-1,66,-1
730,14000US17031660302,324,-1,115,-1
731,14000US17031660400,469,-1,132,-1
732,14000US17031660500,352,-1,114,-1
733,14000US17031660600,373,-1,143,-1
734,14000US17031660700,241,-1,89,-1
735,14000US17031660800,349,-1,159,-1
736,14000US17031660900,287,-1,131,-1
737,14000US17031661000,363,-1,157,-1
738,14000US17031661100,440,-1,150,-1
739,14000US17031670100,136,-1,62,-1
740,14000US17031670200,106,-1,69,-1
741,14000US17031670300,124,-1,65,-1
742,14000US17031670400,222,-1,95,-1
743,14000US17031670500,154,-1,72,-1
744,14000US17031670600,126,-1,57,-1
745,14000US17031670700,106,-1,53,-1
746,14000US17031670800,188,-1,89,-1
747,14000US17031670900,133,-1,64,-1
748,14000US17031671100,118,-1,55,-1
749,14000US17031671200,118,-1,64,-1
750,14000US17031671300,214,-1,88,-1
751,14000US17031671400,166,-1,70,-1
752,14000US17031671500,308,-1,143,-1
753,14000US17031671600,205,-1,108,-1
754,14000US17031671800,133,-1,57,-1
755,14000US17031671900,138,-1,65,-1
756,14000US17031672000,230,-1,87,-1
757,14000US17031680500,146,-1,76,-1
758,14000US17031680600,185,-1,75,-1
759,14000US17031680900,208,-1,150,-1
760,14000US17031681000,197,-1,114,-1
761,14000US17031681100,232,-1,118,-1
762,14000US17031681200,254,-1,135,-1
763,14000US17031681300,240,-1,149,-1
764,14000US17031681400,171,-1,86,-1
765,14000US17031690300,243,-1,95,-1
766,14000US17031690400,234,-1,131,-1
767,14000US17031690500,105,-1,61,-1
768,14000US17031690900,274,-1,138,-1
769,14000US17031691000,199,-1,98,-1
770,14000US17031691100,203,-1,101,-1
771,14000US17031691200,149,-1,76,-1
772,14000US17031691300,179,-1,82,-1
773,14000US17031691400,201,-1,132,-1
774,14000US17031691500,208,-1,114,-1
775,14000US17031700100,191,-1,69,-1
776,14000US17031700200,466,-1,138,-1
777,14000US17031700301,467,-1,147,-1
778,14000US17031700302,421,-1,143,-1
779,14000US17031700401,467,-1,161,-1
780,14000US17031700402,308,-1,102,-1
781,14000US17031700501,326,-1,125,-1
782,14000US17031700502,262,-1,85,-1
783,14000US17031710100,133,-1,72,-1
784,14000US17031710200,287,-1,157,-1
785,14000US17031710300,138,-1,67,-1
786,14000US17031710400,346,-1,157,-1
787,14000US17031710500,294,-1,147,-1
788,14000US17031710600,221,-1,101,-1
789,14000US17031710700,190,-1,104,-1
790,14000US17031710800,179,-1,95,-1
791,14000US17031710900,291,-1,127,-1
792,14000US17031711000,236,-1,107,-1
793,14000US17031711100,174,-1,82,-1
794,14000US17031711200,369,-1,170,-1
795,14000US17031711300,195,-1,79,-1
796,14000US17031711400,257,-1,110,-1
797,14000US17031711500,269,-1,121,-1
798,14000US17031720100,305,-1,120,-1
799,14000US17031720200,306,-1,124,-1
800,14000US17031720300,346,-1,129,-1
801,14000US17031720400,289,-1,116,-1
802,14000US17031720500,292,-1,118,-1
803,14000US17031720600,250,-1,95,-1
804,14000US17031720700,233,-1,115,-1
805,14000US17031730100,314,-1,134,-1
806,14000US17031730201,272,-1,118,-1
807,14000US17031730202,276,-1,95,-1
808,14000US17031730300,181,-1,77,-1
809,14000US17031730400,331,-1,124,-1
810,14000US17031730500,246,-1,109,-1
811,14000US17031730600,200,-1,97,-1
812,14000US17031730700,247,-1,97,-1
813,14000US17031740100,260,-1,106,-1
814,14000US17031740200,407,-1,108,-1
815,14000US17031740300,427,-1,170,-1
816,14000US17031740400,377,-1,170,-1
817,14000US17031750100,273,-1,119,-1
818,14000US17031750200,213,-1,97,-1
819,14000US17031750300,386,-1,152,-1
820,14000US17031750400,271,-1,108,-1
821,14000US17031750500,320,-1,105,-1
822,14000US17031750600,228,-1,99,-1
823,14000US17031760801,193,-1,112,-1
824,14000US17031760802,218,-1,115,-1
825,14000US17031760803,313,-1,149,-1
826,14000US17031770201,352,-1,165,-1
827,14000US17031770202,277,-1,136,-1
828,14000US17031770300,398,-1,170,-1
829,14000US17031770400,424,-1,172,-1
830,14000US17031770500,194,-1,64,-1
831,14000US17031770601,310,-1,106,-1
832,14000US17031770602,403,-1,138,-1
833,14000US17031770700,326,-1,162,-1
834,14000US17031770800,286,-1,113,-1
835,14000US17031770901,436,-1,180,-1
836,14000US17031770902,302,-1,135,-1
837,14000US17031800100,405,-1,145,-1
838,14000US17031800200,352,-1,134,-1
839,14000US17031800300,344,-1,122,-1
840,14000US17031800400,442,-1,152,-1
841,14000US17031800500,557,-1,186,-1
842,14000US17031800600,469,-1,145,-1
843,14000US17031800700,527,-1,182,-1
844,14000US17031800800,238,-1,115,-1
845,14000US17031800900,422,-1,152,-1
846,14000US17031801000,521,-1,211,-1
847,14000US17031801100,485,-1,167,-1
848,14000US17031801200,359,-1,145,-1
849,14000US17031801300,472,-1,167,-1
850,14000US17031801400,301,-1,109,-1
851,14000US17031801500,418,-1,152,-1
852,14000US17031801601,462,-1,174,-1
853,14000US17031801603,333,-1,133,-1
854,14000US17031801605,344,-1,145,-1
855,14000US17031801606,344,-1,158,-1
856,14000US17031801607,469,-1,185,-1
857,14000US17031801608,387,-1,175,-1
858,14000US17031801701,392,-1,137,-1
859,14000US17031801702,480,-1,177,-1
860,14000US17031801800,336,-1,136,-1
861,14000US17031801901,402,-1,189,-1
862,14000US17031801902,331,-1,121,-1
863,14000US17031802002,489,-1,153,-1
864,14000US17031802003,419,-1,147,-1
865,14000US17031802004,275,-1,113,-1
866,14000US17031802100,378,-1,130,-1
867,14000US17031802200,497,-1,197,-1
868,14000US17031802300,390,-1,161,-1
869,14000US17031802402,482,-1,204,-1
870,14000US17031802403,239,-1,148,-1
871,14000US17031802404,374,-1,150,-1
872,14000US17031802503,310,-1,142,-1
873,14000US17031802504,577,-1,190,-1
874,14000US17031802505,319,-1,129,-1
875,14000US17031802506,334,-1,128,-1
876,14000US17031802605,440,-1,176,-1
877,14000US17031802607,222,-1,83,-1
878,14000US17031802608,385,-1,182,-1
879,14000US17031802609,326,-1,133,-1
880,14000US17031802610,298,-1,124,-1
881,14000US17031802701,379,-1,131,-1
882,14000US17031802702,455,-1,181,-1
883,14000US17031802801,455,-1,183,-1
884,14000US17031802802,425,-1,153,-1
885,14000US17031802900,356,-1,138,-1
886,14000US17031803005,278,-1,117,-1
887,14000US17031803007,304,-1,130,-1
888,14000US17031803008,470,-1,178,-1
889,14000US17031803010,503,-1,205,-1
890,14000US17031803012,188,-1,96,-1
891,14000US17031803013,327,-1,144,-1
892,14000US17031803014,309,-1,136,-1
893,14000US17031803015,421,-1,201,-1
894,14000US17031803016,454,-1,165,-1
895,14000US17031803017,324,-1,143,-1
896,14000US17031803100,370,-1,136,-1
897,14000US17031803200,361,-1,146,-1
898,14000US17031803300,346,-1,176,-1
899,14000US17031803400,365,-1,140,-1
900,14000US17031803500,376,-1,149,-1
901,14000US17031803603,393,-1,147,-1
902,14000US17031803604,452,-1,191,-1
903,14000US17031803605,401,-1,156,-1
904,14000US17031803606,357,-1,132,-1
905,14000US17031803607,527,-1,196,-1
906,14000US17031803608,429,-1,169,-1
907,14000US17031803610,382,-1,179,-1
908,14000US17031803611,322,-1,121,-1
909,14000US17031803612,299,-1,119,-1
910,14000US17031803701,244,-1,134,-1
911,14000US17031803702,350,-1,162,-1
912,14000US17031803800,424,-1,172,-1
913,14000US17031803901,353,-1,173,-1
914,14000US17031803902,322,-1,131,-1
915,14000US17031804000,423,-1,195,-1
916,14000US17031804102,432,-1,155,-1
917,14000US17031804104,482,-1,183,-1
918,14000US17031804105,421,-1,144,-1
919,14000US17031804106,425,-1,166,-1
920,14000US17031804108,307,-1,168,-1
921,14000US17031804109,327,-1,117,-1
922,14000US17031804201,484,-1,162,-1
923,14000US17031804202,438,-1,166,-1
924,14000US17031804305,405,-1,141,-1
925,14000US17031804306,456,-1,158,-1
926,14000US17031804308,319,-1,145,-1
927,14000US17031804309,427,-1,127,-1
928,14000US17031804310,475,-1,174,-1
929,14000US17031804311,446,-1,162,-1
930,14000US17031804403,301,-1,133,-1
931,14000US17031804404,415,-1,140,-1
932,14000US17031804405,230,-1,78,-1
933,14000US17031804406,523,-1,181,-1
934,14000US17031804505,303,-1,145,-1
935,14000US17031804506,508,-1,191,-1
936,14000US17031804507,393,-1,151,-1
937,14000US17031804508,262,-1,104,-1
938,14000US17031804509,425,-1,135,-1
939,14000US17031804510,450,-1,124,-1
940,14000US17031804511,323,-1,110,-1
941,14000US17031804603,299,-1,146,-1
942,14000US17031804606,441,-1,146,-1
943,14000US17031804607,391,-1,149,-1
944,14000US17031804608,353,-1,154,-1
945,14000US17031804609,329,-1,141,-1
946,14000US17031804610,224,-1,121,-1
947,14000US17031804611,453,-1,197,-1
948,14000US17031804701,287,-1,121,-1
949,14000US17031804705,383,-1,159,-1
950,14000US17031804706,407,-1,136,-1
951,14000US17031804709,389,-1,162,-1
952,14000US17031804710,403,-1,162,-1
953,14000US17031804711,417,-1,165,-1
954,14000US17031804712,485,-1,183,-1
955,14000US17031804713,234,-1,109,-1
956,14000US17031804714,344,-1,134,-1
957,14000US17031804715,270,-1,97,-1
958,14000US17031804716,452,-1,171,-1
959,14000US17031804803,306,-1,117,-1
960,14000US17031804804,368,-1,143,-1
961,14000US17031804805,370,-1,143,-1
962,14000US17031804806,279,-1,90,-1
963,14000US17031804807,453,-1,178,-1
964,14000US17031804808,464,-1,163,-1
965,14000US17031804809,428,-1,168,-1
966,14000US17031804810,391,-1,153,-1
967,14000US17031804901,404,-1,161,-1
968,14000US17031804902,292,-1,107,-1
969,14000US17031805001,467,-1,192,-1
970,14000US17031805002,390,-1,167,-1
971,14000US17031805105,276,-1,121,-1
972,14000US17031805106,280,-1,120,-1
973,14000US17031805107,333,-1,158,-1
974,14000US17031805108,317,-1,145,-1
975,14000US17031805109,437,-1,173,-1
976,14000US17031805110,448,-1,200,-1
977,14000US17031805111,331,-1,142,-1
978,14000US17031805112,295,-1,132,-1
979,14000US17031805201,373,-1,122,-1
980,14000US17031805202,429,-1,156,-1
981,14000US17031805301,297,-1,113,-1
982,14000US17031805302,333,-1,125,-1
983,14000US17031805401,349,-1,143,-1
984,14000US17031805402,275,-1,120,-1
985,14000US17031805501,385,-1,158,-1
986,14000US17031805502,397,-1,151,-1
987,14000US17031805600,466,-1,159,-1
988,14000US17031805701,500,-1,205,-1
989,14000US17031805702,308,-1,124,-1
990,14000US17031805801,241,-1,107,-1
991,14000US17031805802,505,-1,201,-1
992,14000US17031805901,357,-1,175,-1
993,14000US17031805902,426,-1,138,-1
994,14000US17031806001,304,-1,135,-1
995,14000US17031806002,421,-1,159,-1
996,14000US17031806003,338,-1,145,-1
997,14000US17031806004,395,-1,148,-1
998,14000US17031806102,389,-1,151,-1
999,14000US17031806103,503,-1,200,-1
1000,14000US17031806104,351,-1,151,-1
1001,14000US17031806201,220,-1,121,-1
1002,14000US17031806202,246,-1,150,-1
1003,14000US17031806300,465,-1,183,-1
1004,14000US17031806400,342,-1,130,-1
1005,14000US17031806501,291,-1,101,-1
1006,14000US17031806502,411,-1,155,-1
1007,14000US17031806600,305,-1,121,-1
1008,14000US17031806700,426,-1,166,-1
1009,14000US17031806801,392,-1,141,-1
1010,14000US17031806802,270,-1,112,-1
1011,14000US17031806900,256,-1,130,-1
1012,14000US17031807000,376,-1,126,-1
1013,14000US17031807100,378,-1,138,-1
1014,14000US17031807200,488,-1,188,-1
1015,14000US17031807300,382,-1,163,-1
1016,14000US17031807400,401,-1,142,-1
1017,14000US17031807500,359,-1,111,-1
1018,14000US17031807600,336,-1,113,-1
1019,14000US17031807700,296,-1,130,-1
1020,14000US17031807800,389,-1,137,-1
1021,14000US17031807900,363,-1,141,-1
1022,14000US17031808001,341,-1,136,-1
1023,14000US17031808002,431,-1,160,-1
1024,14000US17031808100,355,-1,167,-1
1025,14000US17031808200,509,-1,192,-1
1026,14000US17031808301,372,-1,149,-1
1027,14000US17031808302,342,-1,153,-1
1028,14000US17031808400,399,-1,150,-1
1029,14000US17031808500,424,-1,149,-1
1030,14000US17031808600,575,-1,191,-1
1031,14000US17031808702,979,-1,81,-1
1032,14000US17031808800,454,-1,159,-1
1033,14000US17031808900,490,-1,196,-1
1034,14000US17031809000,463,-1,179,-1
1035,14000US17031809100,382,-1,170,-1
1036,14000US17031809200,407,-1,146,-1
1037,14000US17031809300,303,-1,114,-1
1038,14000US17031809400,379,-1,197,-1
1039,14000US17031809500,343,-1,176,-1
1040,14000US17031809600,288,-1,113,-1
1041,14000US17031809700,308,-1,121,-1
1042,14000US17031809800,297,-1,110,-1
1043,14000US17031809900,281,-1,136,-1
1044,14000US17031810000,280,-1,158,-1
1045,14000US17031810100,270,-1,118,-1
1046,14000US17031810200,312,-1,149,-1
1047,14000US17031810301,335,-1,130,-1
1048,14000US17031810302,338,-1,126,-1
1049,14000US17031810400,494,-1,198,-1
1050,14000US17031810501,452,-1,171,-1
1051,14000US17031810502,434,-1,159,-1
1052,14000US17031810600,367,-1,172,-1
1053,14000US17031810701,384,-1,164,-1
1054,14000US17031810702,319,-1,141,-1
1055,14000US17031810800,444,-1,161,-1
1056,14000US17031810900,296,-1,130,-1
1057,14000US17031811000,374,-1,164,-1
1058,14000US17031811100,309,-1,150,-1
1059,14000US17031811200,461,-1,175,-1
1060,14000US17031811301,434,-1,135,-1
1061,14000US17031811302,287,-1,102,-1
1062,14000US17031811401,407,-1,158,-1
1063,14000US17031811402,289,-1,120,-1
1064,14000US17031811500,479,-1,178,-1
1065,14000US17031811600,292,-1,124,-1
1066,14000US17031811701,239,-1,85,-1
1067,14000US17031811702,399,-1,157,-1
1068,14000US17031811800,455,-1,149,-1
1069,14000US17031811900,609,-1,175,-1
1070,14000US17031812000,306,-1,129,-1
1071,14000US17031812100,412,-1,159,-1
1072,14000US17031812200,443,-1,156,-1
1073,14000US17031812301,226,-1,130,-1
1074,14000US17031812302,265,-1,101,-1
1075,14000US17031812400,377,-1,128,-1
1076,14000US17031812500,306,-1,148,-1
1077,14000US17031812600,303,-1,163,-1
1078,14000US17031812700,297,-1,149,-1
1079,14000US17031812801,265,-1,166,-1
1080,14000US17031812802,252,-1,134,-1
1081,14000US17031812900,491,-1,187,-1
1082,14000US17031813000,383,-1,145,-1
1083,14000US17031813100,398,-1,167,-1
1084,14000US17031813200,444,-1,166,-1
1085,14000US17031813301,362,-1,122,-1
1086,14000US17031813302,363,-1,118,-1
1087,14000US17031813400,490,-1,139,-1
1088,14000US17031813500,403,-1,130,-1
1089,14000US17031813600,327,-1,106,-1
1090,14000US17031813701,200,-1,69,-1
1091,14000US17031813702,229,-1,76,-1
1092,14000US17031813801,302,-1,94,-1
1093,14000US17031813802,320,-1,103,-1
1094,14000US17031813900,523,-1,146,-1
1095,14000US17031814000,369,-1,111,-1
1096,14000US17031814100,268,-1,97,-1
1097,14000US17031814200,455,-1,156,-1
1098,14000US17031814300,323,-1,97,-1
1099,14000US17031814400,333,-1,92,-1
1100,14000US17031814500,410,-1,101,-1
1101,14000US17031814600,405,-1,146,-1
1102,14000US17031814700,430,-1,139,-1
1103,14000US17031814800,312,-1,116,-1
1104,14000US17031814900,290,-1,120,-1
1105,14000US17031815000,276,-1,96,-1
1106,14000US17031815100,279,-1,98,-1
1107,14000US17031815200,311,-1,115,-1
1108,14000US17031815300,278,-1,112,-1
1109,14000US17031815400,262,-1,115,-1
1110,14000US17031815500,357,-1,121,-1
1111,14000US17031815600,270,-1,121,-1
1112,14000US17031815701,384,-1,149,-1
1113,14000US17031815702,312,-1,126,-1
1114,14000US17031815800,265,-1,103,-1
1115,14000US17031815900,265,-1,163,-1
1116,14000US17031816000,311,-1,159,-1
1117,14000US17031816100,346,-1,156,-1
1118,14000US17031816200,318,-1,142,-1
1119,14000US17031816300,443,-1,165,-1
1120,14000US17031816401,352,-1,106,-1
1121,14000US17031816402,279,-1,94,-1
1122,14000US17031816500,312,-1,103,-1
1123,14000US17031816600,287,-1,94,-1
1124,14000US17031816700,322,-1,105,-1
1125,14000US17031816800,479,-1,190,-1
1126,14000US17031816900,399,-1,150,-1
1127,14000US17031817000,402,-1,143,-1
1128,14000US17031817101,281,-1,118,-1
1129,14000US17031817102,237,-1,88,-1
1130,14000US17031817200,285,-1,119,-1
1131,14000US17031817300,255,-1,116,-1
1132,14000US17031817400,268,-1,91,-1
1133,14000US17031817500,256,-1,119,-1
1134,14000US17031817600,264,-1,107,-1
1135,14000US17031817700,355,-1,137,-1
1136,14000US17031817900,203,-1,89,-1
1137,14000US17031818000,344,-1,139,-1
1138,14000US17031818100,366,-1,138,-1
1139,14000US17031818200,393,-1,172,-1
1140,14000US17031818300,415,-1,159,-1
1141,14000US17031818401,300,-1,126,-1
1142,14000US17031818402,310,-1,138,-1
1143,14000US17031818500,353,-1,151,-1
1144,14000US17031818600,308,-1,137,-1
1145,14000US17031818700,309,-1,139,-1
1146,14000US17031818800,323,-1,126,-1
1147,14000US17031818900,447,-1,190,-1
1148,14000US17031819000,521,-1,180,-1
1149,14000US17031819100,405,-1,165,-1
1150,14000US17031819200,299,-1,116,-1
1151,14000US17031819300,282,-1,106,-1
1152,14000US17031819400,274,-1,113,-1
1153,14000US17031819500,300,-1,145,-1
1154,14000US17031819600,447,-1,151,-1
1155,14000US17031819700,663,-1,216,-1
1156,14000US17031819801,600,-1,195,-1
1157,14000US17031819802,439,-1,165,-1
1158,14000US17031819900,350,-1,121,-1
1159,14000US17031820000,399,-1,124,-1
1160,14000US17031820101,446,-1,184,-1
1161,14000US17031820103,388,-1,142,-1
1162,14000US17031820104,388,-1,157,-1
1163,14000US17031820201,420,-1,190,-1
1164,14000US17031820202,591,-1,267,-1
1165,14000US17031820300,355,-1,130,-1
1166,14000US17031820400,439,-1,134,-1
1167,14000US17031820501,457,-1,174,-1
1168,14000US17031820502,431,-1,139,-1
1169,14000US17031820603,412,-1,168,-1
1170,14000US17031820604,295,-1,117,-1
1171,14000US17031820605,294,-1,140,-1
1172,14000US17031820606,297,-1,130,-1
1173,14000US17031820700,285,-1,106,-1
1174,14000US17031820800,613,-1,217,-1
1175,14000US17031820901,426,-1,167,-1
1176,14000US17031820902,386,-1,135,-1
1177,14000US17031821001,445,-1,150,-1
1178,14000US17031821002,441,-1,162,-1
1179,14000US17031821101,460,-1,137,-1
1180,14000US17031821102,320,-1,108,-1
1181,14000US17031821200,264,-1,114,-1
1182,14000US17031821300,325,-1,150,-1
1183,14000US17031821401,187,-1,88,-1
1184,14000US17031821402,204,-1,106,-1
1185,14000US17031821500,253,-1,158,-1
1186,14000US17031821600,348,-1,135,-1
1187,14000US17031821700,384,-1,158,-1
1188,14000US17031821800,450,-1,163,-1
1189,14000US17031821900,458,-1,181,-1
1190,14000US17031822000,281,-1,152,-1
1191,14000US17031822101,381,-1,156,-1
1192,14000US17031822102,283,-1,113,-1
1193,14000US17031822200,365,-1,128,-1
1194,14000US17031822301,346,-1,119,-1
1195,14000US17031822302,412,-1,142,-1
1196,14000US17031822400,344,-1,125,-1
1197,14000US17031822500,394,-1,153,-1
1198,14000US17031822601,452,-1,171,-1
1199,14000US17031822602,381,-1,160,-1
1200,14000US17031822701,214,-1,118,-1
1201,14000US17031822702,295,-1,148,-1
1202,14000US17031822801,250,-1,133,-1
1203,14000US17031822802,346,-1,136,-1
1204,14000US17031822900,271,-1,92,-1
1205,14000US17031823001,368,-1,132,-1
1206,14000US17031823002,287,-1,105,-1
1207,14000US17031823101,369,-1,148,-1
1208,14000US17031823102,268,-1,104,-1
1209,14000US17031823200,407,-1,174,-1
1210,14000US17031823302,260,-1,112,-1
1211,14000US17031823303,333,-1,121,-1
1212,14000US17031823304,469,-1,213,-1
1213,14000US17031823400,336,-1,147,-1
1214,14000US17031823500,313,-1,131,-1
1215,14000US17031823602,358,-1,152,-1
1216,14000US17031823603,241,-1,77,-1
1217,14000US17031823604,340,-1,145,-1
1218,14000US17031823605,408,-1,150,-1
1219,14000US17031823702,346,-1,150,-1
1220,14000US17031823703,331,-1,150,-1
1221,14000US17031823704,333,-1,123,-1
1222,14000US17031823705,354,-1,135,-1
1223,14000US17031823801,308,-1,128,-1
1224,14000US17031823803,400,-1,143,-1
1225,14000US17031823805,273,-1,144,-1
1226,14000US17031823806,338,-1,150,-1
1227,14000US17031823901,364,-1,145,-1
1228,14000US17031823903,413,-1,164,-1
1229,14000US17031823904,401,-1,176,-1
1230,14000US17031824003,348,-1,118,-1
1231,14000US17031824004,293,-1,105,-1
1232,14000US17031824005,517,-1,189,-1
1233,14000US17031824006,352,-1,132,-1
1234,14000US17031824105,348,-1,145,-1
1235,14000US17031824106,409,-1,153,-1
1236,14000US17031824107,375,-1,164,-1
1237,14000US17031824108,392,-1,136,-1
1238,14000US17031824113,370,-1,133,-1
1239,14000US17031824114,443,-1,179,-1
1240,14000US17031824115,355,-1,143,-1
1241,14000US17031824116,371,-1,180,-1
1242,14000US17031824117,566,-1,205,-1
1243,14000US17031824119,336,-1,124,-1
1244,14000US17031824120,485,-1,202,-1
1245,14000US17031824121,305,-1,119,-1
1246,14000US17031824122,375,-1,144,-1
1247,14000US17031824123,419,-1,163,-1
1248,14000US17031824300,318,-1,150,-1
1249,14000US17031824400,264,-1,108,-1
1250,14000US17031824503,374,-1,170,-1
1251,14000US17031824505,291,-1,121,-1
1252,14000US17031824506,406,-1,180,-1
1253,14000US17031824507,355,-1,153,-1
1254,14000US17031824601,366,-1,141,-1
1255,14000US17031824602,340,-1,133,-1
1256,14000US17031824701,297,-1,119,-1
1257,14000US17031824702,433,-1,158,-1
1258,14000US17031824800,303,-1,101,-1
1259,14000US17031824900,242,-1,109,-1
1260,14000US17031825000,389,-1,155,-1
1261,14000US17031825200,248,-1,94,-1
1262,14000US17031825302,294,-1,117,-1
1263,14000US17031825303,316,-1,151,-1
1264,14000US17031825304,346,-1,138,-1
1265,14000US17031825400,300,-1,135,-1
1266,14000US17031825501,364,-1,165,-1
1267,14000US17031825503,291,-1,104,-1
1268,14000US17031825504,225,-1,87,-1
1269,14000US17031825505,364,-1,135,-1
1270,14000US17031825600,393,-1,147,-1
1271,14000US17031825700,501,-1,196,-1
1272,14000US17031825801,225,-1,129,-1
1273,14000US17031825802,240,-1,99,-1
1274,14000US17031825803,224,-1,120,-1
1275,14000US17031825900,243,-1,96,-1
1276,14000US17031826000,204,-1,88,-1
1277,14000US17031826100,298,-1,115,-1
1278,14000US17031826201,301,-1,171,-1
1279,14000US17031826202,249,-1,101,-1
1280,14000US17031826301,310,-1,119,-1
1281,14000US17031826303,321,-1,120,-1
1282,14000US17031826304,188,-1,99,-1
1283,14000US17031826401,260,-1,117,-1
1284,14000US17031826402,383,-1,148,-1
1285,14000US17031826500,435,-1,166,-1
1286,14000US17031826600,328,-1,151,-1
1287,14000US17031826700,284,-1,151,-1
1288,14000US17031826800,317,-1,132,-1
1289,14000US17031826901,126,-1,95,-1
1290,14000US17031826902,111,-1,72,-1
1291,14000US17031827000,186,-1,101,-1
1292,14000US17031827100,233,-1,133,-1
1293,14000US17031827200,511,-1,219,-1
1294,14000US17031827300,217,-1,131,-1
1295,14000US17031827400,243,-1,124,-1
1296,14000US17031827500,279,-1,128,-1
1297,14000US17031827600,198,-1,89,-1
1298,14000US17031827700,306,-1,135,-1
1299,14000US17031827801,411,-1,128,-1
1300,14000US17031827802,233,-1,98,-1
1301,14000US17031827804,267,-1,108,-1
1302,14000US17031827805,232,-1,98,-1
1303,14000US17031827901,291,-1,120,-1
1304,14000US17031827902,349,-1,144,-1
1305,14000US17031828000,413,-1,168,-1
1306,14000US17031828100,199,-1,98,-1
1307,14000US17031828201,318,-1,140,-1
1308,14000US17031828202,303,-1,146,-1
1309,14000US17031828300,424,-1,198,-1
1310,14000US17031828401,341,-1,151,-1
1311,14000US17031828402,418,-1,194,-1
1312,14000US17031828503,273,-1,126,-1
1313,14000US17031828504,329,-1,130,-1
1314,14000US17031828505,318,-1,133,-1
1315,14000US17031828506,381,-1,172,-1
1316,14000US17031828601,403,-1,167,-1
1317,14000US17031828602,400,-1,145,-1
1318,14000US17031828701,263,-1,105,-1
1319,14000US17031828702,409,-1,158,-1
1320,14000US17031828801,497,-1,172,-1
1321,14000US17031828802,249,-1,100,-1
1322,14000US17031828900,251,-1,113,-1
1323,14000US17031829000,117,-1,61,-1
1324,14000US17031829100,243,-1,110,-1
1325,14000US17031829200,364,-1,150,-1
1326,14000US17031829301,277,-1,116,-1
1327,14000US17031829302,255,-1,93,-1
1328,14000US17031829401,107,-1,51,-1
1329,14000US17031829402,244,-1,133,-1
1330,14000US17031829500,274,-1,110,-1
1331,14000US17031829600,208,-1,97,-1
1332,14000US17031829700,415,-1,188,-1
1333,14000US17031829800,377,-1,149,-1
1334,14000US17031829901,342,-1,175,-1
1335,14000US17031829902,245,-1,120,-1
1336,14000US17031830001,181,-1,98,-1
1337,14000US17031830003,343,-1,134,-1
1338,14000US17031830004,372,-1,121,-1
1339,14000US17031830005,299,-1,146,-1
1340,14000US17031830006,172,-1,91,-1
1341,14000US17031830007,361,-1,147,-1
1342,14000US17031830008,307,-1,123,-1
1343,14000US17031830100,228,-1,97,-1
1344,14000US17031830201,229,-1,107,-1
1345,14000US17031830202,238,-1,84,-1
1346,14000US17031830300,219,-1,112,-1
1347,14000US17031830400,377,-1,142,-1
1348,14000US17031830500,273,-1,83,-1
1349,14000US17031830600,410,-1,194,-1
1350,14000US17031830700,340,-1,165,-1
1351,14000US17031830800,212,-1,126,-1
1352,14000US17031830900,281,-1,131,-1
1353,14000US17031831000,206,-1,111,-1
1354,14000US17031831100,342,-1,138,-1
1355,14000US17031831200,322,-1,112,-1
1356,14000US17031831300,101,-1,43,-1
1357,14000US17031831400,244,-1,90,-1
1358,14000US17031831500,265,-1,101,-1
1359,14000US17031831600,330,-1,146,-1
1360,14000US17031831700,274,-1,101,-1
1361,14000US17031831800,298,-1,110,-1
1362,14000US17031831900,269,-1,136,-1
1363,14000US17031832000,262,-1,137,-1
1364,14000US17031832100,271,-1,178,-1
1365,14000US17031832200,275,-1,133,-1
1366,14000US17031832300,299,-1,146,-1
1367,14000US17031832400,299,-1,138,-1
1368,14000US17031832500,356,-1,141,-1
1369,14000US17031832600,385,-1,180,-1
1370,14000US17031832900,190,-1,88,-1
1371,14000US17031833000,223,-1,137,-1
1372,14000US17031833100,465,-1,209,-1
1373,14000US17031833300,324,-1,135,-1
1374,14000US17031833900,273,-1,139,-1
1375,14000US17031834000,211,-1,106,-1
1376,14000US17031834200,163,-1,92,-1
1377,14000US17031834300,266,-1,130,-1
1378,14000US17031834400,258,-1,121,-1
